AbilityID,GOID,AbilityName
4942,-2146617344,NPCToolCraftingAbility
4943,-2146616320,NPCUpgradeCraftingAbility
4944,-2146615296,NPCViralDamageAbility
4945,-2146614272,NPCViralDeflectionAbility
4946,-2146613248,NPCViralResistanceAbility
4947,-2146612224,NPCViralTransmissionAbility
4948,-2146611200,NPCVitalityAttributeAbility
4949,-2146610176,NPCVulnerabilityDurationModifierAbility
4950,-2146609152,NPCVulnerabilityGenerationPercentAbility
4951,-2146608128,NPCWeaponCraftingAbility
4952,-2146607104,None
4953,-2146606080,None
4954,-2146605056,None
4955,-2146604032,None
4956,-2146603008,TechniqueAbility
4957,-2146601984,BalanceAbility
4958,-2146600960,BalanceEffectAbility
4959,-2146599936,Event1_1Neo1Ability
4960,-2146598912,Event1_1Neo2Ability
4961,-2146597888,Event1_1Neo3Ability
4962,-2146596864,Event1_1Neo4Ability
4963,-2146595840,Event1_1Neo5Ability
4964,-2146594816,PurityAbility
4965,-2146593792,SweepTheFloorAbility
4966,-2146592768,SpinningFlowerAbility
4967,-2146591744,ZenMasterAbility
4968,-2146590720,ZenMasterEffectAbility
4969,-2146589696,NPCNeoRSIAbility
4970,-2146588672,NPCEvadeStateFlipperAbility
4971,-2146587648,Event1_1DeathAbility
4972,-2146586624,Event1_1AOEAbility
4973,-2146585600,SneakMovementSpeedAbility
4974,-2146584576,InvisMovementSpeedAbility
4975,-2146583552,SneakAttackCombatTacticsAbility
4976,-2146582528,NPCSneakAttackCombatTacticsAbility
4977,-2146581504,StealthStateAbility
4978,-2146580480,None
4979,-2146579456,NPCStaggerAbility
4980,-2146578432,NPCDazeAbility
4981,-2146577408,NPCOffBalanceAbility
4982,-2146576384,Event2_0FlyVirusAbility
4983,-2146575360,Event2_0FlyVirusEffect1Ability
4984,-2146574336,Event2_0FlyVirusEffect2Ability
4985,-2146573312,Event2_0GMFlyVirusAbility
4986,-2146572288,Event2_0GMCureAllAbility
4987,-2146571264,NPCCantForceCombatAbility
4988,-2146570240,NPCCantFreeAttackAbility
4989,-2146569216,NPCCantBeFreeAttackedAbility
4990,-2146568192,NPCCantBeForcedIntoCombatAbility
4991,-2146567168,SusceptibleToLogicBomb1Ability
4992,-2146566144,ImmunityToMyselfAbility
4993,-2146565120,Event2_0CorruptingAuraAbility
4994,-2146564096,Event2_0CorruptingAuraEffectAbility
4995,-2146563072,Event2_0WaveOfCorruptionAbility
4996,-2146562048,Event2_0WaveOfCorruptionEffectAbility
4997,-2146561024,Event2_0CorruptingBileAbility
4998,-2146560000,NPCUnDisguiseAbility
4999,-2146558976,EventSlot1Ability
5000,-2146557952,EventSlot2Ability
5001,-2146556928,EventSlot3Ability
5002,-2146555904,None
5003,-2146554880,None
5004,-2146553856,NPCShowInterlockImmuneAbility
5005,-2146552832,NPCEventSlot1Ability
5006,-2146551808,NPCEventSlot2Ability
5007,-2146550784,NPCEventSlot3Ability
5008,-2146549760,Event2_0FlyVirusImmunityAbility
5009,-2146548736,Event2_0FlymanSusceptibilityAbility
5010,-2146547712,Event2_0FlymanKillItemAbility
5011,-2146546688,NPCImmobilizeAbility
5012,-2146545664,Event2_0DeathAbility
5013,-2146544640,NPCEventSlot1ToggleAbility
5014,-2146543616,NPCEventSlot2ToggleAbility
5015,-2146542592,NPCEventSlot3ToggleAbility
5016,-2146541568,Event2_0DeathSelfAbility
5017,-2146540544,NPCBufferOverflowSelfAbility
5018,-2146539520,Event2_0Machine1Ability
5019,-2146538496,Event2_0Merv1Ability
5020,-2146537472,Event2_0Zion1Ability
5021,-2146536448,Event2_0Machine2Ability
5022,-2146535424,Event2_0Merv2Ability
5023,-2146534400,Event2_0Zion2Ability
5024,-2146533376,Event2_0Machine3Ability
5025,-2146532352,Event2_0Merv3Ability
5026,-2146531328,Event2_0Zion3Ability
5027,-2146530304,Event2_0Machine4Ability
5028,-2146529280,Event2_0Merv4Ability
5029,-2146528256,Event2_0Zion4Ability
5030,-2146527232,Event2_0BombEffectAbility
5031,-2146526208,Event2_0BombExplodeAbility
5032,-2146525184,Event2_0FlymanTransformAbility
5033,-2146524160,Event2_0FlymanTransformPulseAbility
5034,-2146523136,Event2_0FlymanTransformEffectAbility
5035,-2146522112,Event2_0FlymanKillItem2Ability
5036,-2146521088,ElusiveCodeAbility
5037,-2146520064,ReactiveCodeAbility
5038,-2146519040,ReactiveCodeEffectAbility
5039,-2146518016,CodeConversionAbility
5040,-2146516992,CodeConversionEffectAbility
5041,-2146515968,TrojanHorseAbility
5042,-2146514944,TrojanHorseEffectAbility
5043,-2146513920,PacketLoss1Ability
5044,-2146512896,PacketLoss2Ability
5045,-2146511872,PrisonMentalityAbility
5046,-2146510848,Event2_5KillCodeAbility
5047,-2146509824,None
5048,-2146508800,Event2_5KillCodeEffectAbility
5049,-2146507776,Event2_5KillCodeTriggerAbility
5050,-2146506752,CompileTimeReductionAbility
5051,-2146505728,ConsumableCompileTimeReductionAbility
5052,-2146504704,CodeWritingDiscountAbility
5053,-2146503680,PrisonMasteryAbility
5054,-2146502656,aaPrisonMentalityFamilyAbility
5055,-2146501632,DefenseTacticsAbility
5056,-2146500608,SignalBoosterAuraAbility
5057,-2146499584,SignalBoosterEffectAbility
5058,-2146498560,TransitionCoatAbility
5059,-2146497536,TransitionGlassesAbility
5060,-2146496512,DazeChanceAbility
5061,-2146495488,StaggeredChanceAbility
5062,-2146494464,OffBalanceChanceAbility
5063,-2146493440,MobiusCodeAbility
5064,-2146492416,CraftingPlaceHolder
5065,-2146491392,CompileActivateAbility
5066,-2146490368,WriteCodeActivateAbility
5067,-2146489344,AntiStunPill1Ability
5068,-2146488320,AntiStunPill2Ability
5069,-2146487296,aaAntiStunPillAbility
5070,-2146486272,AssassinMaskAbility
5071,-2146485248,AssassinTransformAbility
5072,-2146484224,AssassinDeathTouchAbility
5073,-2146483200,AssassinDeathPulseAbility
5074,-2146482176,AssassinCorruptionWaveAbility
5075,-2146481152,AssassinDisableAbility
5076,-2146480128,FlitGunAbility
5077,-2146479104,CorruptingCalmAbility
5078,-2146478080,CorruptingFeastAbility
5079,-2146477056,CorruptingFuryAbility
5080,-2146476032,CorruptingShroudAbility
5081,-2146475008,CorruptionPulseAbility
5082,-2146473984,CorruptionWaveAbility
5083,-2146472960,SignalCorruptionAbility
5084,-2146471936,AssassinCrushAbility
5085,-2146470912,AssassinRingAbility
5086,-2146469888,AssassinImmunityAbility
5087,-2146468864,CorruptCode1Ability
5088,-2146467840,CorruptCode2Ability
5089,-2146466816,AssassinMask2Ability
5090,-2146465792,AssassinMask2EffectAbility
5091,-2146464768,StunDurationBonusAbility
5092,-2146463744,BallisticAccuracyBonusAbility
5093,-2146462720,MeleeAccuracyBonusAbility
5094,-2146461696,MovementSpeedBonusAbility
5095,-2146460672,None
5096,-2146459648,None
5097,-2146458624,None
5098,-2146457600,None
5099,-2146456576,HalloweenMaskAbility
5100,-2146455552,HalloweenMask2Ability
5101,-2146454528,WithdrawTacticsAbility
5102,-2146453504,HackerCombatStyleAbility
5103,-2146452480,CryptosBoxAbility
5104,-2146451456,CoderCombatStyleAbility
5105,-2146450432,MeleeDefenseTacticsAbility
5106,-2146449408,RangedDefenseTacticsAbility
5107,-2146448384,ThrowDefenseTacticsAbility
5108,-2146447360,CurrentTacticAbility
5109,-2146446336,BlockTacticUsedAbility
5110,-2146445312,SnowballAbility
5111,-2146444288,SpeedTacticUsedAbility
5112,-2146443264,GrabTacticUsedAbility
5113,-2146442240,PowerTacticUsedAbility
5114,-2146441216,aaPartyHatAbility
5115,-2146440192,WinterPartyHatAbility1
5116,-2146439168,WinterPartyHatAbility2
5117,-2146438144,WinterPartyHatAbility3
5118,-2146437120,WoodenStakePlusAttackAbility
5119,-2146436096,HolyWaterPlusAttackAbility
5120,-2146435072,SilverBulletPlusAttackAbility
5121,-2146434048,EMPBlastAbility
5122,-2146433024,NPCEMPWeaknessAbility
5123,-2146432000,BallisticDefenseBonusAbility
5124,-2146430976,ThrownDamageBonusAbility
5125,-2146429952,ThrownDefenseBonusAbility
5126,-2146428928,ViralDefenseBonusAbility
5127,-2146427904,ViralDamageBonusAbility
5128,-2146426880,ThrowAccuracyAbility
5129,-2146425856,ThrowResistanceAbility
5130,-2146424832,ThrowDamageAbility
5131,-2146423808,StealthedCodeDamageAbility
5132,-2146422784,CodeCorruptionDamageAbility
5133,-2146421760,CodeExecutionDamageAbility
5134,-2146420736,CodeReplicationDamageAbility
5135,-2146419712,PacifyDurationBonusAbility
5136,-2146418688,RootDurationBonusAbility
5137,-2146417664,BlindDurationBonusAbility
5138,-2146416640,PowerlessDurationBonusAbility
5139,-2146415616,ConfuseDurationBonusAbility
5140,-2146414592,InitiativeAbility
5141,-2146413568,WithdrawBonusAbility
5142,-2146412544,InitiativeBonusAbility
5143,-2146411520,DeterminationBonusAbility
5144,-2146410496,ForceCombatBonusAbility
5145,-2146409472,EvadeInterlockBonusAbility
5146,-2146408448,SneakMovementSpeedBonusAbility
5147,-2146407424,InvisMovementSpeedBonusAbility
5148,-2146406400,SweepBonusAbility
5149,-2146405376,InnerstrengthCostModifierBonusAbility
5150,-2146404352,BuffAreaRadiusBonusAbility
5151,-2146403328,DebuffAreaRadiusBonusAbility
5152,-2146402304,MaxInnerstrengthBonusAbility
5153,-2146401280,MaxHealthBonusAbility
5154,-2146400256,HealthRegenBonusAbility
5155,-2146399232,InnerstrengthRegenBonusAbility
5156,-2146398208,OperativeBuffAbility
5157,-2146397184,SoldierBuffAbility
5158,-2146396160,MartialArtsInitiateBuffAbility
5159,-2146395136,KungFuMasterBuffAbility
5160,-2146394112,KungFuGrandMasterBuffAbility
5161,-2146393088,KarateMasterBuffAbility
5162,-2146392064,KarateGrandMasterBuffAbility
5163,-2146391040,AikidoMasterBuffAbility
5164,-2146390016,EnrageDurationBonusAbility
5165,-2146388992,AikidoGrandMasterBuffAbility
5166,-2146387968,GunmanBuffAbility
5167,-2146386944,ScattershotBuffAbility
5168,-2146385920,SMGSpecialBuffAbility
5169,-2146384896,RiflemanBuffAbility
5170,-2146383872,ExpertRiflemanBuffAbility
5171,-2146382848,GunslingerBuffAbility
5172,-2146381824,DuelistBuffAbility
5173,-2146380800,ViralAttackerBuffAbility
5174,-2146379776,NetworkHackerBuffAbility
5175,-2146378752,SkriptKiddieBuffAbility
5176,-2146377728,NetworkAttackerBuffAbility
5177,-2146376704,RavagerDebuffAbility
5178,-2146375680,SelectivePhageBuffAbility
5179,-2146374656,ArbalestBuffAbility
5180,-2146373632,BallistaBuffAbility
5181,-2146372608,PathogenistBuffAbility
5182,-2146371584,ArtilleristBuffAbility
5183,-2146370560,HowitzerBuffAbility
5184,-2146369536,DestroyerDebuffAbility
5185,-2146368512,TeamHealerBuffAbility
5186,-2146367488,ConcentrationBonusAbility
5187,-2146366464,ForceMultiplierBuffAbility
5188,-2146365440,CorpsmanBuffAbility
5189,-2146364416,TraumaSurgeonBuffAbility
5190,-2146363392,GuardianHealerBuffAbility
5191,-2146362368,UpgradeArtistBuffAbility
5192,-2146361344,UpgradeMasterBuffAbility
5193,-2146360320,DoctorBuffAbility
5194,-2146359296,PhysicianHealAbility
5195,-2146358272,HyperBlockAbility
5196,-2146357248,HyperDeflectAbility
5197,-2146356224,HyperSenseAbility
5198,-2146355200,DeterminateAbility
5199,-2146354176,NPCThrowResistanceAbility
5200,-2146353152,DamagePercentAbility
5201,-2146352128,DefensePercentAbility
5202,-2146351104,CombatTacticPercentAbility
5203,-2146350080,ProxyMasterBuffAbility
5204,-2146349056,UtilityMasterBuffAbility
5205,-2146348032,StopProxy1EffectAbility
5206,-2146347008,SneakFreePrototypeAbility
5207,-2146345984,SneakGrantAbility
5208,-2146344960,SpyStyleAbility
5209,-2146343936,SpyBuffAbility
5210,-2146342912,DisguiseGrantAbility
5211,-2146341888,InfiltratorBuffAbility
5212,-2146340864,InvisibilityGrantAbility
5213,-2146339840,ShadowBuffAbility
5214,-2146338816,MasterShadowActiveAbility
5215,-2146337792,CutthroatBuffAbility
5216,-2146336768,KnifeThrowerBuffAbility
5217,-2146335744,MasterKnifeThrowerBuffAbility
5218,-2146334720,AssassinBuffAbility
5219,-2146333696,MasterAssassinBuffAbility
5220,-2146332672,DisruptConnectionOldAbility
5221,-2146331648,SneakFreeDisableShieldAbility
5222,-2146330624,HackerBuffAbility
5223,-2146329600,SneakFreeHarryingAttackAbility
5224,-2146328576,SneakFreeDistractingBlowAbility
5225,-2146327552,DistractingBlowEffectAbility
5226,-2146326528,SneakFreeInfuriatingAssaultAbility
5227,-2146325504,SneakFreeLegThrowAbility
5228,-2146324480,SneakFreeDazzlingThrowAbility
5229,-2146323456,SneakFreeWeakeningThrowAbility
5230,-2146322432,SneakFreeWardingBlowAbility
5231,-2146321408,ParalyzingThrowAbility
5232,-2146320384,SniperBuffAbility
5233,-2146319360,ConcealmentGrantAbility
5234,-2146318336,NPCThrowDamageAbility
5235,-2146317312,BallisticDamageBonusAbility
5236,-2146316288,BallisticResistanceBonusAbility
5237,-2146315264,HealDamageBonusAbility
5238,-2146314240,MeleeDamageBonusAbility
5239,-2146313216,MeleeDefenseBonusAbility
5240,-2146312192,MeleeResistanceBonusAbility
5241,-2146311168,ThrownAccuracyBonusAbility
5242,-2146310144,ThrownResistanceBonusAbility
5243,-2146309120,ViralAccuracyBonusAbility
5244,-2146308096,ViralResistanceBonusAbility
5245,-2146307072,DesperationAbility
5246,-2146306048,None
5247,-2146305024,None
5248,-2146304000,SpotlightAuraAbility
5249,-2146302976,SpotlightEffectAbility
5250,-2146301952,SpotlightImmunity
5251,-2146300928,SpotlightEffect2Ability
5252,-2146299904,SpotlightEffect3Ability
5253,-2146298880,DOTPlaceHolderAbility
5254,-2146297856,SpotlightTimerAbility
5255,-2146296832,SpotlightDmgAuraAbility
5256,-2146295808,SpotlightDmgEffectAbility
5257,-2146294784,SpotlightUndoAbility
5258,-2146293760,NPCStunAbility
5259,-2146292736,MachineAAbility
5260,-2146291712,ZionAAbility
5261,-2146290688,MervAAbility
5262,-2146289664,MachineBAbility
5263,-2146288640,MachineCAbility
5264,-2146287616,MachineDAbility
5265,-2146286592,MachineEAbility
5266,-2146285568,MervBAbility
5267,-2146284544,MervCAbility
5268,-2146283520,MervDAbility
5269,-2146282496,MervEAbility
5270,-2146281472,ZionBAbility
5271,-2146280448,ZionCAbility
5272,-2146279424,ZionDAbility
5273,-2146278400,ZionEAbility
5274,-2146277376,None
5275,-2146276352,None
5276,-2146275328,MachineEEffectAbility
5277,-2146274304,ZionEEffectAbility
5278,-2146273280,MervEEffectAbility
5279,-2146272256,None
5280,-2146271232,None
5281,-2146270208,FlameVirusSelfAbility
5282,-2146269184,None
5283,-2146268160,FlyVirusSelfAbility
5284,-2146267136,FlyStormAbility
5285,-2146266112,BlueHeadlampAbility
5286,-2146265088,ZionCGranterAbility
5287,-2146264064,ZionDGranterAbility
5288,-2146263040,ZionEGranterAbility
5289,-2146262016,MachineCGranterAbility
5290,-2146260992,MachineDGranterAbility
5291,-2146259968,MachineEGranterAbility
5292,-2146258944,MervCGranterAbility
5293,-2146257920,MervDGranterAbility
5294,-2146256896,MervEGranterAbility
5295,-2146255872,OrgAbility
5296,-2146254848,aaEscapeMoveAbility
5297,-2146253824,UnlimitCrushAbility
5298,-2146252800,UnlimitDeathPulseAbility
5299,-2146251776,UnlimitDeathTouchAbility
5300,-2146250752,UnlimitImmunityAbility
5301,-2146249728,UnlimitTransformAbility
5302,-2146248704,CodePulseExplodeAbility
5303,-2146247680,CodePulseAuraAbility
5304,-2146246656,CodePulseFlipperAbility
5305,-2146245632,PVPPulseAura20Ability
5306,-2146244608,PVPPulseFlipper20Ability
5307,-2146243584,PVPPulseAura10Ability
5308,-2146242560,PVPPulseFlipper10Ability
5309,-2146241536,PVPPulseAura40Ability
5310,-2146240512,PVPPulseFlipper40Ability
5311,-2146239488,aaKnifeMove1
5312,-2146238464,aaKnifeMove2
5313,-2146237440,None
5314,-2146236416,CodeEyesAbility
5315,-2146235392,TwinGhostAbility
5316,-2146234368,ZombieVirusBaseAbility
5317,-2146233344,ZombieVirusAoEAbility
5318,-2146232320,ZombieVirusGrantAbility
5319,-2146231296,ZombieVirusGranterAbility
5320,-2146230272,PBlueHeadlampAbility
5321,-2146229248,PCodeEyesAbility
5322,-2146228224,PFlameVirusSelfAbility
5323,-2146227200,PFlyStormAbility
5324,-2146226176,PFlyVirusSelfAbility
5325,-2146225152,PacZoneAura10Ability
5326,-2146224128,PacZoneAura20Ability
5327,-2146223104,PacZoneAura40Ability
5328,-2146222080,PacZoneFlipper10Ability
5329,-2146221056,PacZoneFlipper20Ability
5330,-2146220032,PacZoneFlipper40Ability
5331,-2146219008,ZombieVirus2BaseAbility
5332,-2146217984,ZombieVirus2BiteAbility
5333,-2146216960,ZombieVirus3BiteAbility
5334,-2146215936,ZombieVirus3BaseAbility
5335,-2146214912,RemoteProxyLevelAbility
5336,-2146213888,HolidayMaskAbility
5337,-2146212864,SnowballFrostAbility
5338,-2146211840,NPCThrowAccuracyAbility
5339,-2146210816,RedEyeAbility
5340,-2146209792,PRedEyeAbility
5341,-2146208768,RSIConsumableAbility
5342,-2146207744,NPCConfuseAbility
5343,-2146206720,NPCPacifyAbility
5344,-2146205696,NPCBlindAbility
5345,-2146204672,NPCPowerlessAbility
5346,-2146203648,NPCRoot1Ability
5347,-2146202624,NPCRoot2Ability
5348,-2146201600,SmithVirus1AttackAbility
5349,-2146200576,SmithVirus1BaseAbility
5350,-2146199552,SmithVirus2BaseAbility
5351,-2146198528,SmithVirus2AttackAbility
5352,-2146197504,SmithVirusImmunityAbility
5353,-2146196480,SmithRagePillAbility
5354,-2146195456,OracleAnniversaryCookieAbility
5355,-2146194432,SmithEndBrownieAbility
5356,-2146193408,CorruptorSpawnAura
5357,-2146192384,CorruptorSpawnAuraEffect
5358,-2146191360,Event2_0CorruptingBile2Ability
5359,-2146190336,CorruptPatchersPillAbility
5360,-2146189312,NPCShadowOff
5361,-2146188288,NPCShadowAOEFriendly
5362,-2146187264,NPCShadowAura
5363,-2146186240,NPCShadowAOEHostile
5364,-2146185216,NPCInitiativeAbility
5365,-2146184192,SeraphicVisionAbility
5366,-2146183168,PSeraphicVisionAbility
5367,-2146182144,NPCMeleeDefenseAbility
5368,-2146181120,NPCRangeDefenseAbility
5369,-2146180096,NPCThrowDefenseAbility
5370,-2146179072,QuicksilverPillAbility
5371,-2146178048,OptimizerInhalerAbility
5372,-2146177024,OptimizerHypoAbility
5373,-2146176000,OverdriveHypoAbility
5374,-2146174976,DecompileTimerReductionAbility
5375,-2146173952,HeadlessSpawnAura
5376,-2146172928,HeadlessSpawnAuraEffect
5377,-2146171904,CSRDollMoonliteAbility
5378,-2146170880,CSRDollBrewkoAbility
5379,-2146169856,CSRDollChrolAbility
5380,-2146168832,CSRTissueAbility
5381,-2146167808,ShadowWallKickAbility
5382,-2146166784,ShadowPhoenixAbility
5383,-2146165760,ShadowRazorAbility
5384,-2146164736,ZombieBiteImmunityAbility
5385,-2146163712,WarSwordAbility
5386,-2146162688,WarSwordLargeAbility
5387,-2146161664,PWarSwordAbility
5388,-2146160640,PWarSwordLargeAbility
5389,-2146159616,OGAccelerateEffectAbility
5390,-2146158592,OGDecelerateEffectAbility
5391,-2146157568,None
5392,-2146156544,OGRunEffectAbility
5393,-2146155520,OGIndefAccelAbility
5394,-2146154496,OGDecelImmunityAbility
5395,-2146153472,OGTerminateEnemiesAbility
5396,-2146152448,OGRunImmunityAbility
5397,-2146151424,OGTerminateFriendliesAbility
5398,-2146150400,OGTerminateAbility
5399,-2146149376,OGAccelerateAbility
5400,-2146148352,OGDecelerateAbility
5401,-2146147328,OGRunAbility
5402,-2146146304,OGAccelerateBitAbility
5403,-2146145280,OGDecelerateBitAbility
5404,-2146144256,OGRunBitAbility
5405,-2146143232,OGTerminateBitAbility
5406,-2146142208,None
5407,-2146141184,None
5408,-2146140160,OGLOSDecelerateAbility
5409,-2146139136,OGLOSDecelerateEffectAbility
5410,-2146138112,OGLOSAccelerateAbility
5411,-2146137088,OGLOSAccelerateEffectAbility
5412,-2146136064,OGLOSTerminateAbility
5413,-2146135040,OGLOSTerminateEnemiesAbility
5414,-2146134016,OGLOSTerminateFriendliesAbility
5415,-2146132992,OGLOSTerminateFriendliesImmunityAbility
5416,-2146131968,OGTerminateFriendliesImmunityAbility
5417,-2146130944,SmithFirewallCandyAbility
5418,-2146129920,None
5419,-2146128896,OverrideOrbAbility
5420,-2146127872,POverrideOrbAbility
5421,-2146126848,SSRGumAbility
5422,-2146125824,None
5423,-2146124800,NPCBallisticAccuracyBonusAbility
5424,-2146123776,NPCMeleeAccuracyBonusAbility
5425,-2146122752,NPCThrownAccuracyBonusAbility
5426,-2146121728,NPCViralAccuracyBonusAbility
5427,-2146120704,NPCForceCombatBonusAbility
5428,-2146119680,NPCInitiativeBonusAbility
5429,-2146118656,ISBoosterAbility
5430,-2146117632,LESIGSpawnCyphAbility
5431,-2146116608,LESIGSpawnCyphEffectAbility
5432,-2146115584,LESIGSpawnEPNAbility
5433,-2146114560,LESIGSpawnEPNEffectAbility
5434,-2146113536,LESIGSpawnLupinesAbility
5435,-2146112512,LESIGSpawnLupinesEffectAbility
5436,-2146111488,LESIGSpawnSWATAbility
5437,-2146110464,LESIGSpawnSWATEffectAbility
5438,-2146109440,LESIGSpawnZionAbility
5439,-2146108416,LESIGSpawnZionEffectAbility
5440,-2146107392,ShurikenAbility
5441,-2146106368,KunoShurikenInitiateAbility
5442,-2146105344,KunoShurikenMasterAbility
5443,-2146104320,KunoShurikenGrandmasterAbility
5444,-2146103296,KunoShuriken83Ability
5445,-2146102272,KunoShuriken84Ability
5446,-2146101248,KunoShuriken85Ability
5447,-2146100224,KunoShuriken86Ability
5448,-2146099200,KunoShuriken87Ability
5449,-2146098176,KunoShuriken88Ability
5450,-2146097152,KunoShuriken89Ability
5451,-2146096128,KunoShuriken90Ability
5452,-2146095104,KunoShuriken91Ability
5453,-2146094080,KunoShuriken92Ability
5454,-2146093056,KunoShuriken93Ability
5455,-2146092032,KunoShuriken94Ability
5456,-2146091008,KunoShuriken95Ability
5457,-2146089984,KunoShuriken96Ability
5458,-2146088960,KunoShuriken97Ability
5459,-2146087936,KunoShuriken98Ability
5460,-2146086912,KunoShuriken99Ability
5461,-2146085888,KunoShuriken100Ability
5462,-2146084864,NPCKunoichiBuffs
5463,-2146083840,NPCShadowAOEFriendlyShort
5464,-2146082816,NPCShadowAOEHostileKuno
5465,-2146081792,NinjaScarfAbility
5466,-2146080768,PNinjaScarfAbility
5467,-2146079744,BlueShiftAbility
5468,-2146078720,NPCSleepwalkerBuffs
5469,-2146077696,NPCSleepSecurityBuffs
5470,-2146076672,SleepBlueShift1Ability
5471,-2146075648,SleepBlueShift2Ability
5472,-2146074624,SleepBlueShift3Ability
5473,-2146073600,NPCValkAndvaranautAbility
5474,-2146072576,NPCValkyrjaBuffs
5475,-2146071552,ValkAndvaranautAbility
5476,-2146070528,NPCValkValfreyjaBuffs
5477,-2146069504,OGCompressAbility
5478,-2146068480,OGSignalJammingAbility
5479,-2146067456,OGSignalJammingEffectAbility
5480,-2146066432,AntioverrideProto01AccAbility
5481,-2146065408,AntioverrideProto01DecAbility
5482,-2146064384,AntioverrideProto01RunAbility
5483,-2146063360,NPCUnsusceptibilityAbility
5484,-2146062336,RSICaptureAbility
5485,-2146061312,NPCWAPBuffs
5486,-2146060288,NPCWrightAwakeningAbility
5487,-2146059264,NPCWrightSignalModulationAbility
5488,-2146058240,AntibioticToggleAbility
5489,-2146057216,AntibioticInstantAbility
5490,-2146056192,AntioverrideDecAbility
5491,-2146055168,AntioverrideRunAbility
5492,-2146054144,AntioverrideSigAbility
5493,-2146053120,NPCAntibioticAbility
5494,-2146052096,NPCWrightDecelerateAbility
5495,-2146051072,NPCWrightDecelerateEffectAbility
5496,-2146050048,NPCWrightSignalJammingAbility
5497,-2146049024,NPCWrightSignalJammingEffectAbility
5498,-2146048000,OverrideImageAbility
5499,-2146046976,POverrideImageAbility
5500,-2146045952,NPCExecute30Ability
5501,-2146044928,NPCExecBuffs
5502,-2146043904,NPCFuncBuffs
5503,-2146042880,NPCExecute31Ability
5504,-2146041856,NPCExecute32Ability
5505,-2146040832,NPCExecute33Ability
5506,-2146039808,NPCExecute34Ability
5507,-2146038784,NPCExecute35Ability
5508,-2146037760,NPCExecute36Ability
5509,-2146036736,NPCExecute37Ability
5510,-2146035712,NPCExecute38Ability
5511,-2146034688,NPCExecute39Ability
5512,-2146033664,NPCExecute40Ability
5513,-2146032640,NPCExecute41Ability
5514,-2146031616,NPCExecute42Ability
5515,-2146030592,NPCExecute43Ability
5516,-2146029568,NPCExecute44Ability
5517,-2146028544,NPCExecute45Ability
5518,-2146027520,NPCExecute46Ability
5519,-2146026496,NPCExecute47Ability
5520,-2146025472,NPCExecute48Ability
5521,-2146024448,NPCExecute49Ability
5522,-2146023424,NPCExecute50Ability
5523,-2146022400,NPCExecute51Ability
5524,-2146021376,NPCExecute52Ability
5525,-2146020352,NPCExecute53Ability
5526,-2146019328,NPCExecute54Ability
5527,-2146018304,NPCExecute55Ability
5528,-2146017280,NPCExecute56Ability
5529,-2146016256,NPCExecute57Ability
5530,-2146015232,NPCExecute58Ability
5531,-2146014208,NPCExecute59Ability
5532,-2146013184,NPCExecute60Ability
5533,-2146012160,NPCExecute61Ability
5534,-2146011136,NPCExecute62Ability
5535,-2146010112,NPCExecute63Ability
5536,-2146009088,NPCExecute64Ability
5537,-2146008064,NPCExecute65Ability
5538,-2146007040,NPCExecute66Ability
5539,-2146006016,NPCExecute67Ability
5540,-2146004992,NPCExecute68Ability
5541,-2146003968,RSICapKuno83Ability
5542,-2146002944,RSICapKuno85Ability
5543,-2146001920,RSICapKuno84Ability
5544,-2146000896,RSICapKuno86Ability
5545,-2145999872,RSICapKuno87Ability
5546,-2145998848,RSICapKuno88Ability
5547,-2145997824,RSICapKuno89Ability
5548,-2145996800,RSICapKuno90Ability
5549,-2145995776,RSICapKuno91Ability
5550,-2145994752,RSICapKuno92Ability
5551,-2145993728,RSICapKuno93Ability
5552,-2145992704,RSICapKuno94Ability
5553,-2145991680,RSICapKuno95Ability
5554,-2145990656,RSICapKuno96Ability
5555,-2145989632,RSICapKuno97Ability
5556,-2145988608,RSICapKuno98Ability
5557,-2145987584,RSICapKuno99Ability
5558,-2145986560,RSICapKuno100Ability
5559,-2145985536,RSICapSSRAbility
5560,-2145984512,RSICapValfAbility
5561,-2145983488,RSICapEliteAbility
5562,-2145982464,RSICapWrightAbility
5563,-2145981440,RSICapExecAbility
5564,-2145980416,None
5565,-2145979392,None
5566,-2145978368,None
5567,-2145977344,None
5568,-2145976320,None
5569,-2145975296,None
5570,-2145974272,None
5571,-2145973248,None
5572,-2145972224,None
5573,-2145971200,None
5574,-2145970176,None
5575,-2145969152,None
5576,-2145968128,None
5577,-2145967104,None
5578,-2145966080,None
5579,-2145965056,None
5580,-2145964032,None
5581,-2145963008,None
5582,-2145961984,None
5583,-2145960960,None
5584,-2145959936,None
5585,-2145958912,None
5586,-2145957888,None
5587,-2145956864,None
5588,-2145955840,None
5589,-2145954816,None
5590,-2145953792,None
5591,-2145952768,None
5592,-2145951744,None
5593,-2145950720,None
5594,-2145949696,None
5595,-2145948672,None
5596,-2145947648,None
5597,-2145946624,None
5598,-2145945600,None
5599,-2145944576,None
5600,-2145943552,None
5601,-2145942528,None
5602,-2145941504,None
5603,-2145940480,None
5604,-2145939456,None
5605,-2145938432,None
5606,-2145937408,None
5607,-2145936384,None
5608,-2145935360,None
5609,-2145934336,None
5610,-2145933312,None
5611,-2145932288,None
5612,-2145931264,None
5613,-2145930240,None
5614,-2145929216,None
5615,-2145928192,None
