Gender,Clothing,Item Name,Min Character Lvl,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus
F,Shoes,Enhanced Purple Avero Snakeskin Short Boots,16,MeleeDamageResistance,10,MeleeResistanceBonus,1,MeleeDamageBonus,1,HealDamageBonus,1,ThrowResistance,10,ViralResistance,10
F,Shoes,Enhanced White Avero Snakeskin Short Boots,20,RangedDamageResistance,13,MeleeDamageResistance,13,MaxHealthBonus,1,ThrowResistance,13,ConfuseDurationBonus,1,,
F,Shoes,Enhanced Black Avero Open Heels,4,MeleeDamageResistance,2,ViralResistance,2,ThrowResistance,2,ViralDamageBonus,1,,,,
F,Shoes,Enhanced White Lambda Sneakers,15,MeleeDamageResistance,10,ViralResistanceBonus,1,MeleeDefenseBonus,1,ThrowResistance,10,ViralResistance,10,,
F,Shoes,Enhanced Red Lambda Sneakers,2,RangedDamageResistance,1,MeleeDamageResistance,1,ViralResistance,1,ViralDamageBonus,1,,,,
F,Shoes,Enhanced Orange Lambda Sneakers,2,RangedDamageResistance,1,MeleeDamageResistance,1,BallisticResistanceBonus,1,ThrowResistance,1,,,,
F,Shoes,Enhanced Yellow Lambda Sneakers,2,MeleeDamageResistance,1,ViralResistance,1,ThrowResistance,1,ViralDamageBonus,1,,,,
F,Shoes,Enhanced Eggplant Lambda Sneakers,8,RangedDamageResistance,5,MeleeDamageResistance,5,MaxHealthBonus,1,ViralResistance,5,,,,
F,Shoes,Enhanced Purple Lambda Sneakers,8,RangedDamageResistance,5,MeleeDamageResistance,5,MeleeDamageBonus,1,ThrowResistance,5,,,,
F,Shoes,Enhanced Lavender Lambda Sneakers,13,RangedDamageResistance,8,DecompileSkill,3,ViralResistance,8,ThrowResistance,8,MaxInnerstrengthBonus,1,,
F,Shoes,Enhanced Magenta Lambda Sneakers,16,RangedDamageResistance,10,ViralResistanceBonus,1,ThrowResistance,10,ViralResistance,10,ViralDamageBonus,1,,
F,Shoes,Enhanced White Avero Heeled Pumps,4,MeleeDamageResistance,2,MeleeDamageBonus,1,ViralResistance,2,ThrowResistance,2,,,,
F,Shoes,Enhanced Black Avero Heeled Pumps,10,MeleeDamageResistance,6,HealDamageBonus,1,ViralResistance,6,ThrowResistance,6,,,,
F,Shoes,Enhanced Brown Avero Heeled Pumps,3,RangedDamageResistance,2,MeleeDamageResistance,2,WithdrawBonus,1,ViralResistance,2,,,,
F,Shoes,Enhanced Saddle Brown Avero Heeled Pumps,16,RangedDamageResistance,10,BallisticDamageBonus,1,HealDamageBonus,1,ViralResistance,10,ThrowResistance,10,ConfuseDurationBonus,1
F,Shoes,Enhanced Red Avero Heeled Pumps,8,RangedDamageResistance,5,MeleeDamageResistance,5,ThrownDefenseBonus,1,BallisticResistanceBonus,1,ViralResistance,5,,
F,Shoes,Enhanced Indigo Avero Heeled Pumps,45,RangedDamageResistance,30,MeleeDamageResistance,30,BlindDurationBonus,1,Crafting,2,ThrowResistance,30,MaxInnerstrengthBonus,2
F,Shoes,Enhanced Purple Avero Heeled Pumps,20,RangedDamageResistance,13,MaxHealthBonus,1,ThrowResistance,13,ViralResistance,13,,,,
F,Shoes,Enhanced Magenta Avero Heeled Pumps,10,RangedDamageResistance,6,MeleeDamageResistance,6,ViralResistanceBonus,1,HealDamageBonus,1,ViralResistance,6,,
F,Shoes,Enhanced Brown Hosh Leather Boots,8,RangedDamageResistance,5,MeleeDamageResistance,5,ThrownDamageBonus,1,ThrownAccuracyBonus,1,ViralResistance,5,,
F,Shoes,Enhanced Purple Hosh Leather Boots,5,RangedDamageResistance,3,ViralAccuracyBonus,1,MeleeDamageResistance,3,ViralResistance,3,,,,
F,Shoes,Enhanced Red Hosh Leather Boots,16,RangedDamageResistance,10,MeleeDamageResistance,10,MaxHealthBonus,1,ViralResistance,10,ViralDamageBonus,1,,
F,Shoes,Enhanced Black Hosh Leather Boots,30,InnerstrengthCostModifierBonus,1,MeleeDamageResistance,20,BallisticResistanceBonus,2,ViralResistance,20,ThrowResistance,20,,
F,Shoes,Enhanced Green Hosh Leather Boots,8,RangedDamageResistance,5,MeleeDamageResistance,5,MeleeResistanceBonus,1,BallisticResistanceBonus,1,ViralResistance,5,,
F,Shoes,Enhanced Orange Hosh Leather Boots,24,RangedDamageResistance,16,MeleeDamageResistance,16,ThrownDefenseBonus,1,MovementSpeedBonus,1,MeleeDefenseBonus,1,ViralResistance,16
F,Shoes,Enhanced Olive Hosh Leather Boots,16,RangedDamageResistance,10,ViralDefenseBonus,1,MeleeDamageResistance,10,MeleeDamageBonus,1,ThrowResistance,10,,
F,Shoes,Enhanced Yellow Hosh Leather Boots,4,RangedDamageResistance,2,MeleeDamageResistance,2,CompileSkill,1,ThrowResistance,2,,,,
F,Trench Coat,Enhanced Black Avera Open Trench,24,RangedDamageResistance,16,MeleeResistanceBonus,2,ThrowResistance,16,ViralResistance,16,,,,
F,Trench Coat,Enhanced Red Avera Open Trench,2,MeleeDamageResistance,1,MeleeDamageBonus,1,ThrowResistance,1,ViralResistance,1,,,,
F,Trench Coat,Enhanced Brown Avera Open Trench,24,RangedDamageResistance,16,MeleeDamageResistance,16,MeleeResistanceBonus,1,BallisticResistanceBonus,1,ThrowResistance,16,WeaponCrafting,1
F,Trench Coat,Enhanced Purple Avera Open Trench,2,RangedDamageResistance,1,MeleeDamageResistance,1,ViralResistance,1,WeaponCrafting,1,,,,
F,Trench Coat,Enhanced Teal Avera Open Trench,8,SweepBonus,1,MeleeDamageResistance,5,DeterminationBonus,1,ThrowResistance,5,ViralResistance,5,,
F,Trench Coat,Enhanced Green Avera Open Trench,2,RangedDamageResistance,1,HealthRegenBonus,1,ThrowResistance,1,ViralResistance,1,,,,
F,Trench Coat,Enhanced Gold Avera Open Trench,15,RangedDamageResistance,10,MeleeDamageResistance,10,ThrownResistanceBonus,1,SneakMovementSpeedBonus,1,MeleeResistanceBonus,1,ThrowResistance,10
F,Trench Coat,Enhanced Brown Silver Croc Trench,8,RangedDamageResistance,5,MeleeDamageBonus,1,ThrowResistance,5,ViralResistance,5,,,,
F,Trench Coat,Enhanced Purple Silver Croc Trench,12,RangedDamageResistance,8,MeleeDamageResistance,8,MaxHealthBonus,1,ThrowResistance,8,,
F,Trench Coat,Enhanced Green Silver Croc Trench,2,RangedDamageResistance,1,MeleeDamageResistance,1,InnerstrengthRegenBonus,1,ViralResistance,1,,
F,Trench Coat,Enhanced Black Silver Croc Trench,30,RangedDamageResistance,20,MeleeDamageResistance,20,MeleeResistanceBonus,2,ViralResistance,20,,
F,Trench Coat,Enhanced Magenta Silver Croc Trench,4,RangedDamageResistance,2,MeleeDamageResistance,2,MaxHealthBonus,1,ViralResistance,2,,
F,Trench Coat,Enhanced Orange Silver Croc Trench,4,RangedDamageResistance,2,BallisticDamageBonus,1,ThrowResistance,2,ViralResistance,2,,
F,Trench Coat,Enhanced Indigo Silver Croc Trench,12,MeleeDamageResistance,8,RootDurationBonus,1,MaxHealthBonus,1,ViralResistance,8,ThrowResistance,8
F,Kitten Coat,Enhanced Black Milleri Kitten Coat,16,RangedDamageResistance,10,MeleeResistanceBonus,1,BallisticResistanceBonus,1,ThrowResistance,10,ViralResistance,10
F,Kitten Coat,Enhanced Mud Red Milleri Kitten Coat,30,RangedDamageResistance,20,MeleeDamageResistance,20,BallisticResistanceBonus,2,ViralResistance,20,,
F,Kitten Coat,Enhanced Brown Milleri Kitten Coat,8,RangedDamageResistance,5,MeleeDamageResistance,5,BallisticDamageBonus,1,MeleeDamageBonus,1,ThrowResistance,5
F,Kitten Coat,Enhanced Purple Milleri Kitten Coat,12,RangedDamageResistance,8,MeleeDamageResistance,8,MaxHealthBonus,1,InnerstrengthRegenBonus,1,ThrowResistance,8
F,Kitten Coat,Enhanced Green Milleri Kitten Coat,16,RangedDamageResistance,10,MeleeDamageResistance,10,DecompileSkill,8,ThrowResistance,10,,
F,Kitten Coat,Enhanced Magenta Milleri Kitten Coat,24,MeleeDamageResistance,16,BallisticDamageBonus,2,ViralResistance,16,ThrowResistance,16,,
F,Kitten Coat,Enhanced Mud Orange Milleri Kitten Coat,8,RangedDamageResistance,5,MeleeResistanceBonus,1,ViralResistance,5,ThrowResistance,5,,
F,Kitten Coat,Enhanced Dark Green Milleri Kitten Coat,14,RangedDamageResistance,9,MeleeDamageResistance,9,MaxHealthBonus,1,ViralResistance,9,,
F,Trench Coat,Enhanced Black Lucinda Open Trench,4,MeleeDamageResistance,2,DebuffAreaRadiusBonus,1,ViralResistance,2,ThrowResistance,2,,
F,Trench Coat,Enhanced Red Lucinda Open Trench,16,MeleeDamageResistance,10,MovementSpeedBonus,1,ThrowResistance,10,ViralResistance,10,,
F,Trench Coat,Enhanced Purple Lucinda Open Trench,2,RangedDamageResistance,1,HealthRegenBonus,1,ViralResistance,1,ThrowResistance,1,,,,
F,Trench Coat,Enhanced Teal Lucinda Open Trench,8,RangedDamageResistance,5,ViralAccuracyBonus,1,MeleeDamageResistance,5,ThrowResistance,5,,,,
F,Trench Coat,Enhanced Green Lucinda Open Trench,30,MeleeDamageResistance,20,MeleeAccuracyBonus,1,MaxHealthBonus,1,ThrowResistance,20,ViralResistance,20,MaxInnerstrengthBonus,1
F,Trench Coat,Enhanced Mud Orange Lucinda Open Trench,16,ViralAccuracyBonus,1,MeleeDamageResistance,10,EnrageDurationBonus,1,MaxHealthBonus,1,ThrowResistance,10,ViralResistance,10
F,Trench Coat,Enhanced Magenta Lucinda Open Trench,16,RangedDamageResistance,10,MeleeDamageResistance,10,MaxHealthBonus,1,ThrowResistance,10,,,,
F,Trench Coat,Enhanced Gold Lucinda Open Trench,2,RangedDamageResistance,1,MeleeDamageResistance,1,InitiativeBonus,1,ThrowResistance,1,,,,
F,Trench Coat,Enhanced White Avera Open Trench Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,BallisticDefenseBonus,1,ThrowResistance,5,,,,
F,Trench Coat,Enhanced Black Avera Open Trench Highcollar,15,RangedDamageResistance,10,MeleeDamageResistance,10,ViralResistanceBonus,1,ThrowResistance,10,,,,
F,Trench Coat,Enhanced Red Avera Open Trench Highcollar,24,RangedDamageResistance,16,ViralDefenseBonus,1,MeleeDamageResistance,16,MeleeDamageBonus,1,MaxHealthBonus,1,ThrowResistance,16
F,Trench Coat,Enhanced Purple Avera Open Trench Highcollar,8,RangedDamageResistance,5,SneakMovementSpeedBonus,1,MaxHealthBonus,1,ThrowResistance,5,ViralResistance,5,,
F,Trench Coat,Enhanced Seafoam Green Avera Open Trench Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,BallisticDamageBonus,1,ThrowResistance,5,,,,
F,Trench Coat,Enhanced Brown Avera Open Trench Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,MeleeResistanceBonus,1,ViralResistance,5,,,,
F,Trench Coat,Enhanced Light Purple Avera Open Trench Highcollar,6,MeleeDamageResistance,4,MaxHealthBonus,1,ThrowResistance,4,ViralResistance,4,,,,
F,Trench Coat,Enhanced Red Silver Croc Trench Highcollar,5,RangedDamageResistance,3,MeleeDamageResistance,3,MeleeResistanceBonus,1,ThrowResistance,3,,,,
F,Trench Coat,Enhanced Black Silver Croc Trench Highcollar,16,RangedDamageResistance,10,ToolCrafting,1,ViralResistance,10,ThrowResistance,10,,,,
F,Trench Coat,Enhanced Dark Green Silver Croc Trench Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,BallisticDamageBonus,1,ViralResistance,5,,,,
F,Trench Coat,Enhanced Purple Silver Croc Trench Highcollar,30,RangedDamageResistance,20,MeleeDamageResistance,20,EnrageDurationBonus,1,RootDurationBonus,1,MeleeResistanceBonus,1,ViralResistance,20
F,Trench Coat,Enhanced Magenta Silver Croc Trench Highcollar,12,MeleeDamageResistance,8,RootDurationBonus,1,MovementSpeedBonus,1,MaxHealthBonus,1,ThrowResistance,8,ViralResistance,8
F,Trench Coat,Enhanced Orange Silver Croc Trench Highcollar,14,RangedDamageResistance,9,InnerstrengthCostModifierBonus,1,MeleeDamageResistance,9,BallisticDamageBonus,1,MaxHealthBonus,1,ViralResistance,9
F,Trench Coat,Enhanced Dark Violet Silver Croc Trench Highcollar,12,RangedDamageResistance,8,ViralDefenseBonus,1,MaxHealthBonus,1,ViralResistance,8,ThrowResistance,8,,
F,Trench Coat,Enhanced Black Tross Open Trench,13,RangedDamageResistance,8,MeleeDamageResistance,8,RepairSkill,1,ToolCrafting,1,MeleeDefenseBonus,1,ViralResistance,8
F,Trench Coat,Enhanced Red Tross Open Trench,8,ViralAccuracyBonus,1,MeleeDamageResistance,5,ViralResistance,5,ThrowResistance,5,,,,
F,Trench Coat,Enhanced Purple Tross Open Trench,12,RangedDamageResistance,8,MeleeDamageResistance,8,WithdrawBonus,1,MaxHealthBonus,1,ThrowResistance,8,,
F,Trench Coat,Enhanced Dull Purple Tross Open Trench,24,RangedDamageResistance,16,MeleeDamageResistance,16,BallisticDamageBonus,1,MeleeDamageBonus,1,MaxHealthBonus,1,ViralResistance,16
F,Trench Coat,Enhanced Mud Orange Tross Open Trench,8,RangedDamageResistance,5,MeleeDamageResistance,5,MeleeAccuracyBonus,1,DecompileSkill,1,ThrowResistance,5,,
F,Trench Coat,Enhanced Magenta Tross Open Trench,12,RangedDamageResistance,8,MeleeDamageResistance,8,ConcentrationBonus,1,MaxHealthBonus,1,ViralResistance,8,,
F,Trench Coat,Enhanced Green Tross Open Trench,8,RangedDamageResistance,5,MeleeResistanceBonus,1,ThrowResistance,5,ViralResistance,5,,,,
F,Trench Coat,Enhanced Pale Green Tross Open Trench,8,RangedDamageResistance,5,ConcentrationBonus,1,ThrowResistance,5,ViralResistance,5,,,,
F,Trench Coat,Enhanced Black Lucinda Open Trench Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,BallisticDamageBonus,1,ViralResistance,5,WeaponCrafting,1,,
F,Trench Coat,Enhanced Red Lucinda Open Trench Highcollar,6,MeleeDamageResistance,4,ThrownDefenseBonus,1,ViralResistance,4,ThrowResistance,4,WeaponCrafting,1,,
F,Trench Coat,Enhanced Brown Lucinda Open Trench Highcollar,10,RangedDamageResistance,6,MeleeDamageResistance,6,ThrowResistance,6,MaxInnerstrengthBonus,1,,,,
F,Trench Coat,Enhanced Green Lucinda Open Trench Highcollar,20,RangedDamageResistance,13,MaxHealthBonus,1,InnerstrengthRegenBonus,1,ThrowResistance,13,ViralResistance,13,,
F,Trench Coat,Enhanced Mud Yellow Lucinda Open Trench Highcollar,4,RangedDamageResistance,2,BallisticDamageBonus,1,ViralResistance,2,ThrowResistance,2,,,,
F,Trench Coat,Enhanced Dark Green Lucinda Open Trench Highcollar,16,RangedDamageResistance,10,MeleeDamageResistance,10,MeleeDamageBonus,1,ViralResistance,10,,,,
F,Trench Coat,Enhanced Purple Lucinda Open Trench Highcollar,16,MeleeDamageResistance,10,InitiativeBonus,1,MaxHealthBonus,1,ViralResistance,10,ThrowResistance,10,MaxInnerstrengthBonus,1
F,Trench Coat,Enhanced Dull Purple Lucinda Open Trench Highcollar,4,RangedDamageResistance,2,HealDamageBonus,1,ViralResistance,2,ThrowResistance,2,,,,
F,Jacket,Enhanced Red Kell Shiny Jacket Highcollar,3,RangedDamageResistance,2,ViralAccuracyBonus,1,MeleeDamageResistance,2,ThrowResistance,2,,,,
F,Jacket,Enhanced Avocado Kell Shiny Jacket Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,ViralResistanceBonus,1,ThrowResistance,5,ViralDamageBonus,1,,
F,Jacket,Enhanced Sea Green Kell Shiny Jacket Highcollar,6,RangedDamageResistance,4,StunDurationBonus,1,BlindDurationBonus,1,ThrowResistance,4,ViralResistance,4,,
F,Jacket,Enhanced Brown Kell Shiny Jacket Highcollar,16,RangedDamageResistance,10,MeleeDamageResistance,10,MovementSpeedBonus,1,ThrownDamageBonus,1,ThrowResistance,10,,
F,Jacket,Enhanced Purple Kell Shiny Jacket Highcollar,6,RangedDamageResistance,4,MeleeDamageResistance,4,MaxHealthBonus,1,ViralResistance,4,,,,
F,Jacket,Enhanced Magenta Kell Shiny Jacket Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,WithdrawBonus,1,ViralResistance,5,,,,
F,Jacket,Enhanced Cream Kell Shiny Jacket Highcollar,8,MeleeDamageResistance,5,HealthRegenBonus,1,ViralResistance,5,ThrowResistance,5,,,,
F,Croc Coat,Enhanced Red Silver Croc Coat Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,MaxHealthBonus,1,BallisticDefenseBonus,1,ThrowResistance,5,,
F,Croc Coat,Enhanced Black Silver Croc Coat Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,MovementSpeedBonus,1,ViralResistance,5,,,,
F,Croc Coat,Enhanced Brown Silver Croc Coat Highcollar,8,RangedDamageResistance,5,MeleeDamageBonus,1,ViralResistance,5,ThrowResistance,5,,,,
F,Croc Coat,Enhanced Dark Teal Silver Croc Coat Highcollar,32,RangedDamageResistance,21,ViralDefenseBonus,1,MeleeDamageBonus,2,ThrowResistance,21,ViralResistance,21,,
F,Croc Coat,Enhanced Magenta Silver Croc Coat Highcollar,6,RangedDamageResistance,4,MeleeDamageResistance,4,MaxHealthBonus,1,ThrowResistance,4,,,,
F,Jacket,Enhanced Black Sesser Jacket,6,MeleeDamageResistance,4,CompileSkill,1,MaxHealthBonus,1,ViralResistance,4,ThrowResistance,4,,
F,Jacket,Enhanced Brown Sesser Jacket,8,MeleeDamageResistance,5,HealDamageBonus,1,ViralResistance,5,ThrowResistance,5,,,,
F,Jacket,Enhanced Red Sesser Jacket,4,RangedDamageResistance,2,MeleeDamageResistance,2,HealDamageBonus,1,ThrowResistance,2,,,,
F,Jacket,Enhanced Green Sesser Jacket,2,MeleeDamageResistance,1,BallisticDamageBonus,1,ThrowResistance,1,ViralResistance,1,,,,
F,Jacket,Enhanced Dark Green Sesser Jacket,3,RangedDamageResistance,2,SweepBonus,1,MeleeDamageResistance,2,ViralResistance,2,,,,
F,Jacket,Enhanced Purple Sesser Jacket,10,RangedDamageResistance,6,DebuffAreaRadiusBonus,1,ViralResistance,6,ThrowResistance,6,,,,
F,Jacket,Enhanced Dark Purple Sesser Jacket,2,RangedDamageResistance,1,MeleeDamageResistance,1,MeleeDamageBonus,1,ViralResistance,1,,,,
F,Jacket,Enhanced Dull Yellow Sesser Jacket,2,MeleeDamageResistance,1,ThrowResistance,1,ViralResistance,1,CodeWriting,1,,,,
F,Jacket,Enhanced Black Stape Leather Jacket,3,RangedDamageResistance,2,MeleeDamageResistance,2,ViralResistance,2,ViralDamageBonus,1,,,,
F,Jacket,Enhanced Brown Stape Leather Jacket,8,RangedDamageResistance,5,ViralAccuracyBonus,1,MeleeDamageResistance,5,BallisticDamageBonus,1,ViralResistance,5,,
F,Jacket,Enhanced Red Stape Leather Jacket,8,RangedDamageResistance,5,MeleeDamageResistance,5,BlindDurationBonus,1,ThrowResistance,5,,,,
F,Jacket,Enhanced Green Stape Leather Jacket,16,RangedDamageResistance,10,InnerstrengthCostModifierBonus,1,MeleeDamageResistance,10,MovementSpeedBonus,1,InnerstrengthRegenBonus,1,ViralResistance,10
F,Jacket,Enhanced Deep Green Stape Leather Jacket,8,RangedDamageResistance,5,MeleeDamageResistance,5,MeleeResistanceBonus,1,PacifyDurationBonus,1,ViralResistance,5,,
F,Jacket,Enhanced Purple Stape Leather Jacket,16,RangedDamageResistance,10,MaxHealthBonus,1,ThrowResistance,10,ViralResistance,10,,,,
F,Jacket,Enhanced Violet Stape Leather Jacket,14,MeleeDamageResistance,9,MeleeAccuracyBonus,1,MaxHealthBonus,1,HealDamageBonus,1,ThrowResistance,9,ViralResistance,9
F,Jacket,Enhanced Magenta Stape Leather Jacket,12,RangedDamageResistance,8,InnerstrengthCostModifierBonus,1,MeleeDamageResistance,8,PacifyDurationBonus,1,MaxHealthBonus,1,ViralResistance,8
F,Jacket,Enhanced Dark Brown Stape Leather Jacket,3,RangedDamageResistance,2,MeleeDamageBonus,1,ViralResistance,2,ThrowResistance,2,,,,
F,Jacket,Enhanced Dark Purple Stape Leather Jacket,30,RangedDamageResistance,20,MeleeDamageResistance,20,ViralResistanceBonus,1,BallisticResistanceBonus,1,ThrowResistance,20,WeaponCrafting,1
F,Jacket,Enhanced Purple Farrel Cinch Jacket Highcollar,8,RangedDamageResistance,5,MeleeResistanceBonus,1,ThrowResistance,5,ViralResistance,5,,,,
F,Jacket,Enhanced Black Holster Jacket Highcollar,2,RangedDamageResistance,1,MeleeDamageResistance,1,MeleeDamageBonus,1,ThrowResistance,1,,,,
F,Jacket,Enhanced Black Farrel Cinch Jacket Highcollar,16,MeleeDamageResistance,10,ThrownDefenseBonus,1,RootDurationBonus,1,ThrowResistance,10,ViralResistance,10,,
F,Jacket,Enhanced Red Farrel Cinch Jacket Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,BallisticDefenseBonus,1,MeleeDamageBonus,1,ThrowResistance,5,,
F,Jacket,Enhanced Green Farrel Cinch Jacket Highcollar,45,MeleeDamageResistance,30,ViralResistance,30,ThrowResistance,30,UpgradeCrafting,2,MaxInnerstrengthBonus,2,,
F,Jacket,Enhanced Turquoise Farrel Cinch Jacket Highcollar,15,MeleeDamageResistance,10,RepairSkill,1,ThrowResistance,10,ViralResistance,10,,,,
F,Jacket,Enhanced Orange Farrel Cinch Jacket Highcollar,8,RangedDamageResistance,5,ViralDefenseBonus,1,MeleeDamageResistance,5,MeleeResistanceBonus,1,ThrowResistance,5,,
F,Jacket,Enhanced Brown Farrel Cinch Jacket Highcollar,45,RangedDamageResistance,30,MeleeDamageResistance,30,BallisticResistanceBonus,3,ThrowResistance,30,,,,
F,Jacket,Enhanced Magenta Farrel Cinch Jacket Highcollar,8,MeleeDamageResistance,5,ViralResistanceBonus,1,MeleeResistanceBonus,1,ViralResistance,5,ThrowResistance,5,,
F,Jacket,Enhanced Red Holster Jacket Highcollar,3,RangedDamageResistance,2,ViralAccuracyBonus,1,MeleeDamageResistance,2,ThrowResistance,2,,,,
F,Jacket,Enhanced Purple Holster Jacket Highcollar,8,RangedDamageResistance,5,ViralDefenseBonus,1,MeleeDamageResistance,5,HealthRegenBonus,1,ThrowResistance,5,,
F,Jacket,Enhanced Sky Green Holster Jacket Highcollar,2,RangedDamageResistance,1,ViralDefenseBonus,1,MeleeDamageResistance,1,ViralResistance,1,,,,
F,Jacket,Enhanced Green Holster Jacket Highcollar,2,RangedDamageResistance,1,MeleeDamageBonus,1,ViralResistance,1,ThrowResistance,1,,,,
F,Jacket,Enhanced Brown Holster Jacket Highcollar,24,MeleeDamageResistance,16,MeleeDamageBonus,1,ViralResistance,16,ThrowResistance,16,ViralDamageBonus,1,,
F,Jacket,Enhanced Magenta Holster Jacket Highcollar,16,RangedDamageResistance,10,MeleeDamageBonus,1,ViralResistance,10,ThrowResistance,10,,,,
F,Jacket,Enhanced Black Arasiki Limit Racing Jacket Highcollar,16,RangedDamageResistance,10,InitiativeBonus,1,MaxHealthBonus,1,MeleeDamageBonus,1,ThrowResistance,10,ViralResistance,10
F,Jacket,Enhanced Red Arasiki Limit Racing Jacket Highcollar,8,MeleeDamageResistance,5,InitiativeBonus,1,BallisticResistanceBonus,1,ViralResistance,5,ThrowResistance,5,,
F,Jacket,Enhanced Crimson Arasiki Limit Racing Jacket Highcollar,8,RangedDamageResistance,5,ViralAccuracyBonus,1,MeleeDamageResistance,5,ViralResistance,5,,,,
F,Jacket,Enhanced Purple Arasiki Limit Racing Jacket Highcollar,8,InnerstrengthCostModifierBonus,1,MeleeDamageResistance,5,ThrownDamageBonus,1,ViralResistance,5,ThrowResistance,5,,
F,Jacket,Enhanced Indigo Arasiki Limit Racing Jacket Highcollar,8,MeleeDamageResistance,5,BallisticDefenseBonus,1,ViralResistance,5,ThrowResistance,5,,,,
F,Jacket,Enhanced Green Arasiki Limit Racing Jacket Highcollar,5,RangedDamageResistance,3,MeleeDamageResistance,3,HealDamageBonus,1,ThrowResistance,3,,,,
F,Jacket,Enhanced Dark Green Arasiki Limit Racing Jacket Highcollar,16,RangedDamageResistance,10,MeleeDamageResistance,10,MaxHealthBonus,1,InnerstrengthRegenBonus,1,ThrowResistance,10,,
F,Jacket,Enhanced Orange Arasiki Limit Racing Jacket Highcollar,15,MeleeDamageResistance,10,InitiativeBonus,1,ApparelCrafting,1,ViralResistance,10,ThrowResistance,10,ViralDamageBonus,1
F,Jacket,Enhanced Orange-Brown Arasiki Limit Racing Jacket Highcollar,16,MeleeDamageResistance,10,BallisticResistanceBonus,1,WithdrawBonus,1,ThrowResistance,10,ViralResistance,10,MaxInnerstrengthBonus,1
F,Short Coat,Enhanced Black Metro Short Coat Highcollar,8,MeleeDamageResistance,5,BallisticAccuracyBonus,1,PacifyDurationBonus,1,ViralResistance,5,ThrowResistance,5,,
F,Short Coat,Enhanced Red Metro Short Coat Highcollar,8,RangedDamageResistance,5,MeleeDamageResistance,5,MeleeResistanceBonus,1,BallisticResistanceBonus,1,ViralResistance,5,,
F,Short Coat,Enhanced Purple Metro Short Coat Highcollar,3,RangedDamageResistance,2,MeleeDamageResistance,2,ViralResistance,2,ViralDamageBonus,1,,,,
F,Short Coat,Enhanced Green Metro Short Coat Highcollar,16,RangedDamageResistance,10,ConcentrationBonus,1,BallisticResistanceBonus,1,ThrowResistance,10,ViralResistance,10,,
F,Short Coat,Enhanced Orange Metro Short Coat Highcollar,16,RangedDamageResistance,10,Crafting,5,ThrowResistance,10,ViralResistance,10,,,,
F,Short Coat,Enhanced Magenta Metro Short Coat Highcollar,30,RangedDamageResistance,20,ThrowResistance,20,ViralResistance,20,MaxInnerstrengthBonus,2,,,,
F,Short Coat,Enhanced Dark Cyan Metro Short Coat Highcollar,14,RangedDamageResistance,9,MeleeDamageResistance,9,MeleeDamageBonus,1,MaxHealthBonus,1,ThrowResistance,9,,
F,Short Coat,Enhanced Deep Cyan Metro Short Coat Highcollar,12,RangedDamageResistance,8,MeleeDamageResistance,8,SneakMovementSpeedBonus,1,MeleeDamageBonus,1,MaxHealthBonus,1,ViralResistance,8
F,Jacket,Enhanced Purple Silk Blossom Jacket Highcollar,8,MeleeDamageResistance,5,HealthRegenBonus,1,ViralResistance,5,ThrowResistance,5,,,,
F,Jacket,Enhanced Maroon Silk Blossom Jacket Highcollar,2,RangedDamageResistance,1,MeleeDamageResistance,1,MeleeDamageBonus,1,ViralResistance,1,,,,
F,Jacket,Enhanced Yellow Silk Blossom Jacket Highcollar,20,RangedDamageResistance,13,MeleeDamageResistance,13,MaxHealthBonus,1,BallisticDefenseBonus,1,DecompileSkill,1,ViralResistance,13
F,Jacket,Enhanced Brown Silk Blossom Jacket Highcollar,8,RangedDamageResistance,5,MeleeDamageBonus,1,ViralResistance,5,ThrowResistance,5,,,,
F,Jacket,Enhanced Purple/Green Silk Blossom Jacket Highcollar,32,MeleeDamageResistance,21,MeleeDamageBonus,2,ViralResistance,21,ThrowResistance,21,,,,
F,Jacket,Enhanced Magenta Silk Blossom Jacket Highcollar,16,RangedDamageResistance,10,MeleeDamageResistance,10,MaxHealthBonus,1,ThrownAccuracyBonus,1,ViralResistance,10,,
F,Jacket,Enhanced Red Silk Blossom Jacket Highcollar,4,RangedDamageResistance,2,MeleeDamageResistance,2,MeleeDamageBonus,1,ViralResistance,2,,,,
F,Jacket,Enhanced Red Parish Jacket Highcollar,2,MeleeDamageResistance,1,BallisticDamageBonus,1,ViralResistance,1,ThrowResistance,1,,,,
F,Jacket,Enhanced Green Parish Jacket Highcollar,2,RangedDamageResistance,1,ViralResistance,1,ThrowResistance,1,UpgradeCrafting,1,,,,
